Drexel ID,First Name,Middle Name,Last Name,Major,Minor
aeh597,Audrey,Elizabeth,Hewett,"Doctor of Philosophy in Biomedical Engineering (PhD: School of Biomedical Engineering, Science and Health Systems)",
blr89,Barbara,Louise,Roberts,Bachelor of Science in Business Administration in Business Analytics (co-major),
jrm136,James,Robert,Mooney,Bachelor of Science in Nutrition and Foods,
tlc42,Teresa,Lourdes,Chisholm,Bachelor of Science in Film & Television,
jcf90,Jean,Christina,Fredrick,Master of Science in Applied Behavior Analysis,Minor in Computing Technology
lcc12,Linda,Catherine,Cervantes,Bachelor of Science in Economics and Public Health,
rad90,Ronald,Aaron,Delacruz,Doctor of Philosophy in Computer Engineering,Minor in Psychiatric Rehabilitation
wjl87,Wm,James,Lindberg,Bachelor of Science in Health Data Analytics,Minor in Computer Crime
dlp196,Deanna,Lisa,Pena,Master of Science in Digital Media,
wrw33,William,Robert,Williams,Doctor of Philosophy in Microbiology and Immunology,Minor in Criminal Justice
rdl222,Richard,Daniel,Leiker,Bachelor of Arts in History,
tgr19,Theresa,Gladys,Rodriguez,Bachelor of Science in Materials Science and Engineering in Materials Science and Engineering,
etw68,Edyth,Tera,Wilkinson,Master of Science in Marketing in Marketing,Minor in Nuclear Engineering
asc70,Ann,Sylvia,Culotta,Master of Science in Global Health,
ajf45,Adele,Jane,Falk,Bachelor of Science in Product Design,Minor in Merchandising
ckg497,Connie,Kelly,Gonzales,Bachelor of Science in Music Industry,Minor in Somatics
lem99,Lawrence,Edmond,Mercer,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),
fjk889,Freddie,Joe,Kennedy,Bachelor of Arts in Mathematics,Minor in International Economics
ddu729,Debra,Dorothy,Uselman,Master of Science in Data Science in Data Science,
mkh91,Michael,Kelly,Haney,Bachelor of Science in Data Science in Data Science,Minor in War and Society
jjw22,Janet,Juanita,Wood,Bachelor of Arts in Chemistry,Minor in Bioinformatics
cfr39,Cory,Fred,Robinson,Bachelor of Science in Graphic Design,
csm40,Curtis,Scott,Mogan,Bachelor of Science in Screenwriting and Playwriting,
dnd17,Daniel,Nelson,Dominguez,Master of Science in Economics in Economics,Minor in Computing Technology
akg97,Alethia,Karen,Goh,Bachelor of Science in Behavioral Health Counseling,Minor in Architectural Engineering
awh17,Annie,Willa,Harrison,Master of Science/Master of Business Administration in Television & Media Management (MS) / Business Administration,
jcc43,Jan,Catherine,Cook,Bachelor of Arts in Global Public Health,
kem598,Kathy,Elizabeth,Moore,Bachelor of Science in Music Industry,
aek37,Ashley,Evelyn,Kell,Bachelor of Architecture in Architecture,Minor in Neuroscience
dcs77,Deborah,Chong,Spigner,Master of Science in Supply Chain Management and Logistics(MSSCML) in Supply Chain Management and Logistics,
gfg30,Grace,Fanny,Gibbs,Bachelor of Science in Public Health,Minor in Finance
mrc39,Mabel,Rosa,Carter,Bachelor of Science in Dance - Part-time Professional,
ehg299,Erik,Harold,Graham,Bachelor of Science in Education: Non-Certification,Minor in History of Capitalism
mcs47,Margarito,Clyde,Seaney,Master of Science in Histotechnology,
lwp829,Louis,William,Pittman,Bachelor of Science in Business Administration in Esport Business,
jrv74,Joseph,Ronald,Vian,Bachelor of Science in Business Administration in Esport Business,
kkb12,Krystle,Kelly,Bagley,Bachelor of Science in Business Administration in Finance,
haw84,Hollie,Alicia,Wetzel,Bachelor of Science in Economics and Business,
mja39,Mark,Joel,Allison,Bachelor of Science in Game Design & Production,Minor in Business Consulting
pct44,Patsy,Clara,Tracy,Master of Science in Global Health,
nsj442,Norma,Stephanie,Jacobs,Bachelor of Science in Computer Science in Computer Science,
rwr74,Richard,William,Rivera,Bachelor of Science in Product Design,Minor in Green Energy and Sustainability
kkd646,Kristina,Kathleen,Davis,Master of Science in Nanomaterials,
mhg461,Megan,Henrietta,Greenfield,Master of Science in Engineering Management,
val684,Virginia,Ana,Lovingood,Bachelor of Science in Economics and Mathematics,Minor in Philosophy
rnc73,Ronald,Nicholas,Carhart,Bachelor of Science in Screenwriting and Playwriting,Minor in Sport Regulation & Compliance
jdm89,James,Donnell,Merryman,Master of Science in Mechanical Engineering and Mechanics,
rcs40,Renee,Christal,Stinser,Bachelor of Science in Game Design & Production,Minor in Animation and Visual Effects
jah49,Janie,Ashley,Hayden,Master of Science in Medical Science,
lmt61,Lauren,Marie,Thomas,Bachelor of Science in Architectural Engineering in Architectural Engineering,
fdd42,Frances,Daniela,Davis,"Bachelor of Arts in English, Writing Concentration",
oef93,Olinda,Elizabeth,Ford,Bachelor of Science in Chemistry-Biochemistry Concentration,Minor in Ecology
nst38,Nancy,Sherri,Touhey,Bachelor of Science in Electrical Engineering in Electrical Engineering,
lsh986,Lauren,Stephanie,Helquist,Master of Science in Sport Business,
lrc28,Latanya,Rose,Crites,Bachelor of Science in Data Science in Data Science,
frf94,Frederick,Ron,Fairweather,Bachelor of Science in Dance,
jjh939,Jessica,Jennifer,Haun,Bachelor of Science in Architectural Engineering in Architectural Engineering,Minor in Human Computer Interaction
krd70,Kristen,Robin,Donnell,Bachelor of Science in Sustainability and Innovation,
jtb77,James,Timothy,Brown,Master of Science in Biotechnology,
mab976,Maureen,Ashley,Bradley,Bachelor of Science in Construction Management in Construction Management,Minor in Engineering Leadership
daf56,Dennis,Anthony,Frederick,Master of Science in Information in Library and Information Science,
hms30,Henry,Matthew,Sinclair,Master of Science in Supply Chain Management and Logistics(MSSCML) in Supply Chain Management and Logistics,
wad11,William,Albert,Devries,Bachelor of Science in Entertainment and Arts Management,
mij81,Melina,Ilse,Johnson,Bachelor of Science in Civil Engineering in Civil Engineering,
tdw62,Thomas,Dustin,Walker,Bachelor of Science in Photography,Minor in Management Information Systems
tdj84,Tana,Danielle,Josephs,Master of Science in Creativity and Innovation,
vpp39,Vernon,Paul,Price,Doctor of Philosophy in Architectural Engineering,Minor in Technology Innovation Management
rjh12,Ramon,Jamal,Heyne,Bachelor of Science in Business Administration in Business (General),
mej91,Mary,Esmeralda,Jeffries,Master of Science in Human Nutrition,
lpw39,Leo,Phillip,Webster,Master of Science in Television & Media Management,Minor in Linguistics
jjs58,Jan,Jamie,Sterling,Bachelor of Science in Engineering in Engineering,
skt92,Stephanie,Kathi,Tinney,Doctor of Philosophy in Civil Engineering,
saf48,Sadie,Alisa,Frank,Bachelor of Science in Dance - Part-time Professional,Minor in Information Systems
ekc53,Ethel,Kerry,Cunniff,Master of Science in Data Science in Data Science,Minor in Marketing
dgm732,David,Glen,Mason,Bachelor of Science in Mathematics,
kkw19,Kimberly,Kathy,Wollschlager,Bachelor of Science in Business Administration in Marketing,
ejo545,Emily,Jodi,Onks,Bachelor of Science in Software Engineering in Software Engineering,
drn45,Donald,Randy,Navarra,Bachelor of Arts in Art History,
akm82,Amanda,Kathy,Mitchell,Bachelor of Science in Public Health,
mmc257,Mary,Marjorie,Clark,Master of Science in Software Engineering in Software Engineering,
ctm368,Charles,Thomas,Moyer,Bachelor of Science in Construction Management in Construction Management,
jad32,Joseph,Anton,Dykstra,Bachelor of Science in Chemistry-Biochemistry Concentration,Minor in Operations and Supply Chain Management
acd16,Alisha,Carole,Dillon,Bachelor of Arts in Art History,
ops29,Ofelia,Patricia,Shoaff,Bachelor of Science in Business Administration in Operations and Supply Chain Management,Minor in Mechanical Engineering and Mechanics
crb23,Chris,Richard,Bullock,Bachelor of Science in Hospitality Management in Hospitality Management,
amd19,Andrew,Michael,Dwyer,Bachelor of Arts in Communication,
jrh75,James,Randy,Huizar,Bachelor of Arts in Computer Science in Computer Science,Minor in Communication
rjk417,Richard,John,Kettl,Bachelor of Science in Biomedical Engineering in Biomedical Engineering,Minor in Robotics and Automation
dws239,Douglas,William,Swiger,Bachelor of Science in Special Education (PK-12),Minor in Middle East and North Africa Studies
awg96,Alfred,Walter,Gruber,Bachelor of Science in Public Health,Minor in History of Capitalism
wsu54,Wilma,Sasha,Upton,Bachelor of Science in Game Design & Production,Minor in Women's and Gender Studies
pnh19,Patti,Nancy,Heard,"Master of Science in Communication, Culture and Media",Minor in Electrical Engineering
adg641,Anne,Dorothy,Gummer,Bachelor of Science in Business Administration in Business Economics (co-major),
jmp63,Julie,Michelle,Polley,Bachelor of Architecture in Architecture,Minor in Dance
cah667,Chris,Angelina,Hodges,Bachelor of Arts in History,Minor in DragonsTeach Middle Years Certification Minor
gtr73,Geralyn,Tara,Reed,Master of Science in Construction Management,
cfh63,Corinne,Frances,Hampton,Master of Science in Chemistry,
ows122,Otis,William,Smith,Bachelor of Science in Business Administration in Business Economics (co-major),
csg902,Charles,Stewart,Gonzalez,Bachelor of Science in Business Administration in Esport Business,
mmo527,Mary,Marie,Orts,Master of Science in Nursing (MSN) and Doctor of Philosophy in Nursing: MSN/PhD joint degree,
emk97,Evelyn,Misty,Kang,Bachelor of Arts in History,
atb40,Alfred,Thomas,Brown,Master of Science in Higher Education Leadership,
rat13,Robert,Agustin,Taylor,Bachelor of Science in Business Administration(BSBA) in International Business,Minor in Engineering Policy Analysis
pjb25,Pedro,Justin,Beaty,Bachelor of Science in Computing and Security Technology in Computing and Security Technology,
ljm68,Lena,Jennifer,Martin,Master of Science in Chemical Engineering,Minor in Somatics
sdr38,Scotty,Dana,Russell,Bachelor of Science in Chemical Engineering in Chemical Engineering,Minor in Virtual Reality & Immersive Media
dab331,Dorothy,Angeline,Bobeck,Bachelor of Science in Westphal Studies Program,
jdg28,Jose,Deon,Green,Bachelor of Science in Dance - Part-time Professional,
gjs17,Glenn,John,Simmons,Bachelor of Science in Geoscience,
rww691,Richard,William,Wilkerson,Bachelor of Arts in Global Public Health,Minor in Computer Crime
bam76,Billie,Adam,Mattox,Bachelor of Science in Business Administration in Business Economics (co-major),Minor in Nuclear Engineering
msw41,Michael,Stephen,Weinzierl,Bachelor of Science in Sustainability and Innovation,
eaw878,Esther,Adina,Wickersham,Bachelor of Science in Health Sciences,
dla80,Donald,Levi,Ancira,Bachelor of Science in Custom-Designed Major,
bjs247,Billy,Justin,Starrett,Bachelor of Arts in Philosophy,
kkw131,Kevin,Kenneth,Wilson,Master of Science in Finance in Finance,Minor in Neuroscience
mmr16,Marlene,Mabel,Reynolds,Bachelor of Science in Education: Non-Certification,
akb13,Angelo,Kenneth,Barnett,Master of Science in Nutrition and Dietetics,Minor in Engineering Leadership
lpc83,Louise,Paula,Crank,Bachelor of Arts in Global Public Health,
gmt32,Ginger,Mary,Treat,Bachelor of Science in Business Administration in Esport Business,Minor in Food Studies
lhf764,Lloyd,Harry,Futrell,Bachelor of Science in Photography,
bsg16,Bernice,Sonya,Gill,Bachelor of Science in Economics and Public Health,
wmw21,William,Michael,Wilson,Master of Science in Biostatistics,Minor in Engineering Leadership
aas88,Angelita,Ashley,Scales,Bachelor of Science in Dance - Part-time Professional,Minor in Behavioral Economics and Business
fab16,Felicidad,Alesia,Buchana,Master of Science in Supply Chain Management and Logistics(MSSCML) in Supply Chain Management and Logistics,Minor in Real Estate Management and Development
ddj79,Derek,Daniel,Jewett,Bachelor of Arts in Political Science,Minor in Computer Crime
rab96,Roberto,Alfredo,Barnes,"Bachelor of Arts in English, Secondary Education Concentration",
wjf35,Warren,Jack,Fenton,Bachelor of Science in Physics,Minor in Sport Coaching Leadership
jyl57,Jodi,Yolanda,Landis,Bachelor of Science in Biological Sciences,Minor in Engineering Policy Analysis
rcc25,Robert,Charles,Carr,Bachelor of Arts in Art History,
lad415,Luella,Ann,Dunn,Bachelor of Science in Business Administration in Organizational Management (co-major),
jjn75,Jamie,Joseph,Norton,Master of Science in Interior Architecture and Design,
ddb17,Doris,Dorothy,Barron,Bachelor of Science in Architectural Engineering in Architectural Engineering,Minor in Economics
rmb64,Renee,Matilde,Beezley,Master of Science in Information in Human-Computer Interaction and User Experience,
dhg65,Daniel,Homer,Goulet,Master of Fine Arts in Creative Writing,Minor in Somatics
ced18,Cory,Edward,Davis,Bachelor of Science in Computing and Security Technology in Computing and Security Technology,Minor in Screenwriting
drj56,David,Rolando,Jorgensen,Bachelor of Arts in Philosophy,
was98,Wayne,Albert,Schwartz,Bachelor of Arts in Philosophy,
bkp99,Barbara,Kimberly,Parker,Bachelor of Science in Fashion Design,Minor in Corporate Entrepreneurship
apt771,Annamarie,Pearl,Thiboutot,Bachelor of Science in Engineering Technology in Engineering Technology,Minor in Addictions Counseling
gdd25,Gloria,Dorothy,Donnelly,Bachelor of Science in Westphal Studies Program,
ebd35,Eric,Billy,Deleon,Bachelor of Science in Art History,
oja80,Olivia,Judy,Adkins,Master of Science in Applied Behavior Analysis and Special Education,
mem95,Meaghan,Elaine,Mcaferty,Bachelor of Science in Education: Non-Certification,
hdb382,Hugh,Donald,Brown,Bachelor of Science in Economics and Business,Minor in Sport Management
cjd84,Christine,Joyce,Dominguez,Bachelor of Science in Business Administration in Esport Business,
brw48,Brandy,Rosemarie,Weathers,Bachelor of Science in Business Administration(BSBA) in International Business,
avw98,Alice,Vicki,Wheeler,Bachelor of Science in Product Design,Minor in Physics
gdr91,Gertrude,Dorothy,Roberts,Master of Health Science in Physician Assistant,Minor in History
als82,Allen,Larry,Smith,Bachelor of Science in Environmental Engineering in Environmental Engineering,
jgj83,Jeanie,Gloria,James,Bachelor of Science in Software Engineering in Software Engineering,Minor in Asian Studies
pnh12,Patricia,Natalie,Howell,Bachelor of Arts in Philosophy,
pry90,Peter,Randal,Young,Master of Science in Learning Technologies,
kjt27,Krista,Juanita,Tuggle,Bachelor of Science Degree inNursing in Nursing,
sls80,Shirlee,Linda,Shipe,Master of Science in Nanomaterials,
rja205,Reed,John,Arias,Bachelor of Science in General Studies,
aly82,Abraham,Lloyd,Young,Doctor in Couple and Family Therapy in Couple and Family Therapy,Minor in Engineering Product Development
ccc11,Carrie,Charlene,Cochran,Bachelor of Science in Economics and Mathematics,Minor in Climate Change
asf226,Angelo,Spencer,Fitzloff,Bachelor of Science in Business Administration in Business Administration,
